control,cve_ent,nom_ent,cve_mun,nom_mun,cve_ageb,cve_mza,terrenos,sup_total,cve_concat,shape_leng,shape_area,cont_clave,abejas,asnos,aves,bovinos,caprinos,conejos,equinos,iguana,machosmlas,ovinos,porcinos,p_total
07069004-4009,7,Chiapas,69,Pijijiapan,004-4,9,13,558.2549,069_004-4_009,18493.3025177,5537913.38912,069_004-4_009,,,,13,,,,,,,,13
07083008-1009,7,Chiapas,83,Socoltenango,008-1,9,206,566.9727,083_008-1_009,14518.7406689,5722347.74667,083_008-1_009,2,,,44,,,,,,,2,48
07107019-3012,7,Chiapas,107,Villa Corzo,019-3,12,9,1139.4213,107_019-3_012,21523.6174536,11320285.2765,107_019-3_012,,,1,6,,,,,,,,7
07046008-8005,7,Chiapas,46,Jiquipilas,008-8,5,77,1372.1473,046_008-8_005,19756.0678327,13661831.2801,046_008-8_005,,,,15,,,,,,,,15
07017025-A016,7,Chiapas,17,Cintalapa,025-A,16,14,1039.8277,017_025-A_016,26194.9233994,10351575.6465,017_025-A_016,,,,4,,,,,,,,4
07030010-5016,7,Chiapas,30,Chicomuselo,010-5,16,31,407.6401,030_010-5_016,8845.64489998,4043033.95641,030_010-5_016,,,,1,,,,,,,,1
07061012-0016,7,Chiapas,61,Ocozocoautla de Espinosa,012-0,16,3,977.0519,061_012-0_016,15851.236998,9739215.2586,061_012-0_016,,,,2,,,,,,,,2
07046015-8001,7,Chiapas,46,Jiquipilas,015-8,1,107,1686.5328,046_015-8_001,24320.207443,16837156.9357,046_015-8_001,,,,47,,,,,,,,47
07050001-9001,7,Chiapas,50,La Libertad,001-9,1,7,1013.8279,050_001-9_001,16017.4695707,10141749.5822,050_001-9_001,,,,4,,,,,,,,4
07059047-6001,7,Chiapas,59,Ocosingo,047-6,1,79,10177.5068,059_047-6_001,51903.1711673,101484679.022,059_047-6_001,,,7,10,,,,,,,2,19
07099016-6011,7,Chiapas,99,La Trinitaria,016-6,11,30,511.8009,099_016-6_011,13723.7055052,5083872.40674,099_016-6_011,,,,4,,,,,,,,4
07069015-2008,7,Chiapas,69,Pijijiapan,015-2,8,8,58.9989,069_015-2_008,3788.33606002,584729.611616,069_015-2_008,,,,8,,,,,,,,8
07062001-A023,7,Chiapas,62,Ostuacán,001-A,23,8,22.5301,062_001-A_023,3269.73670841,225095.902106,062_001-A_023,,,,7,,,,,,,,7
07065008-3001,7,Chiapas,65,Palenque,008-3,1,10,2807.0623,065_008-3_001,30897.2237304,28071340.6756,065_008-3_001,,,,7,,,,,,,,7
07017011-8002,7,Chiapas,17,Cintalapa,011-8,2,242,1119.907,017_011-8_002,17577.8942839,11884468.7381,017_011-8_002,,,,83,,,,,,,,83
07097014-2010,7,Chiapas,97,Tonalá,014-2,10,21,56.3528,097_014-2_010,3021.09732678,571166.168313,097_014-2_010,,,,7,,,,,,,,7
07077005-0028,7,Chiapas,77,Salto de Agua,005-0,28,36,69.8652,077_005-0_028,3338.42020854,698323.113266,077_005-0_028,,,,30,,,,,,,,30
07061017-3006,7,Chiapas,61,Ocozocoautla de Espinosa,017-3,6,426,2734.4054,061_017-3_006,32010.2852833,27984912.5779,061_017-3_006,,,,5,,,,,,,,5
07077005-0026,7,Chiapas,77,Salto de Agua,005-0,26,214,275.1957,077_005-0_026,8028.80232809,2957454.90645,077_005-0_026,,,,7,,,,,,,,7
07079002-1027,7,Chiapas,79,San Fernando,002-1,27,34,271.5435,079_002-1_027,7450.96702457,2746864.84513,079_002-1_027,,,1,10,,,,,,,,11
07106014-3005,7,Chiapas,106,Venustiano Carranza,014-3,5,5,599.356,106_014-3_005,12987.4672845,5960235.87322,106_014-3_005,,,,4,,,,,,,,4
07020019-A008,7,Chiapas,20,La Concordia,019-A,8,210,1618.0271,020_019-A_008,19195.4025348,16581949.1168,020_019-A_008,,,30,49,,,,,,,1,80
07097007-2013,7,Chiapas,97,Tonalá,007-2,13,4,912.744,097_007-2_013,13137.3967656,9072825.57802,097_007-2_013,,,,3,,,,,,,,3
07059034-9020,7,Chiapas,59,Ocosingo,034-9,20,24,484.3148,059_034-9_020,10688.9830479,4829136.81366,059_034-9_020,,,,13,,,,,,,,13
07027009-7008,7,Chiapas,27,Chiapa de Corzo,009-7,8,135,957.373,027_009-7_008,19942.7790987,9914099.86398,027_009-7_008,,,,27,,,,,,,,27
07108013-3008,7,Chiapas,108,Villaflores,013-3,8,123,397.3397,108_013-3_008,8710.0841628,4104094.69765,108_013-3_008,,,,9,,,,,,,,9
07069005-9006,7,Chiapas,69,Pijijiapan,005-9,6,19,879.4929,069_005-9_006,16773.5252029,8723512.09688,069_005-9_006,,,,17,,,,,,,,17
07107020-6014,7,Chiapas,107,Villa Corzo,020-6,14,3,265.1106,107_020-6_014,7018.51412217,2633546.74677,107_020-6_014,,,,1,,,,,,,,1
07001002-9002,7,Chiapas,1,Acacoyagua,002-9,2,201,1852.513,001_002-9_002,19513.2360363,19181033.7452,001_002-9_002,,,,34,1,,,,,,,35
07071002-3012,7,Chiapas,71,Villa Comaltitlán,002-3,12,21,677.7792,071_002-3_012,17684.1237807,6708735.25811,071_002-3_012,,,1,,,,,,,,,1
07047003-2013,7,Chiapas,47,Jitotol,003-2,13,48,66.983,047_003-2_013,3709.42681622,668178.01535,047_003-2_013,,,1,,,,,,,,,1
07018002-6016,7,Chiapas,18,Coapilla,002-6,16,24,51.1671,018_002-6_016,3439.81478819,510514.440251,018_002-6_016,,,,1,,,,,,,,1
07046013-9001,7,Chiapas,46,Jiquipilas,013-9,1,13,1288.6479,046_013-9_001,18041.9790608,12827128.1529,046_013-9_001,,,1,4,,,,,,,,5
07043002-9020,7,Chiapas,43,Ixtacomitán,002-9,20,145,860.2508,043_002-9_020,16010.6864754,9162391.45008,043_002-9_020,,,,41,,,,,,,,41
07102003-6021,7,Chiapas,102,Tuxtla Chico,003-6,21,181,960.8122,102_003-6_021,23125.2962616,10311622.2421,102_003-6_021,,,1,17,,,,,,,,18
07065014-9008,7,Chiapas,65,Palenque,014-9,8,5,422.4468,065_014-9_008,11283.5573387,4222439.31948,065_014-9_008,,,,4,,,,,,,,4
07091002-6003,7,Chiapas,91,Tapilula,002-6,3,516,1977.4408,091_002-6_003,30590.045284,19740992.6616,091_002-6_003,3,,1,83,,,,,,1,,88
07089030-A005,7,Chiapas,89,Tapachula,030-A,5,33,573.7576,089_030-A_005,11531.0664603,5664435.12528,089_030-A_005,,,,16,,,,,,,,16
07017013-7010,7,Chiapas,17,Cintalapa,013-7,10,18,123.9196,017_013-7_010,5800.62865473,1235114.73561,017_013-7_010,,,,9,,,,,,,2,11
07032004-4007,7,Chiapas,32,Escuintla,004-4,7,299,884.0619,032_004-4_007,14056.2226629,9258219.90662,032_004-4_007,,,,4,,,,,,,,4
07032004-4009,7,Chiapas,32,Escuintla,004-4,9,24,621.6888,032_004-4_009,15250.4823442,6156309.44169,032_004-4_009,,,,1,,,,,,,,1
07062001-A011,7,Chiapas,62,Ostuacán,001-A,11,55,682.374,062_001-A_011,14359.5692112,6818181.41209,062_001-A_011,,,6,27,,,,,,,1,34
07052034-8013,7,Chiapas,52,Las Margaritas,034-8,13,239,981.0153,052_034-8_013,13708.3488725,10182898.1023,052_034-8_013,,,1,1,,,,,,,,2
07069011-4014,7,Chiapas,69,Pijijiapan,011-4,14,24,200.0643,069_011-4_014,6035.88248958,1984757.07479,069_011-4_014,,,,24,,,,,,,,24
07077008-4009,7,Chiapas,77,Salto de Agua,008-4,9,113,2174.1291,077_008-4_009,50363.484465,21717668.8046,077_008-4_009,,,,34,,,,,,,,34
07051012-4016,7,Chiapas,51,Mapastepec,012-4,16,7,798.7353,051_012-4_016,12396.0709762,7909736.04518,051_012-4_016,,,,7,,,,,,,,7
07080006-0004,7,Chiapas,80,Siltepec,006-0,4,170,941.842,080_006-0_004,15012.9444475,9332772.54978,080_006-0_004,,,,4,,,,,,6,,10
07065015-3005,7,Chiapas,65,Palenque,015-3,5,12,709.9983,065_015-3_005,13131.8483935,7097727.33086,065_015-3_005,,,,12,,,,,,,,12
07065025-7005,7,Chiapas,65,Palenque,025-7,5,122,1404.4061,065_025-7_005,18866.1817058,14772466.6536,065_025-7_005,,,,84,,,,,,,,84
07034003-4006,7,Chiapas,34,Frontera Comalapa,003-4,6,39,157.3516,034_003-4_006,7933.63461764,1561827.59668,034_003-4_006,,,,4,,,,,,,,4
07092014-6007,7,Chiapas,92,Tecpatán,014-6,7,6,276.1153,092_014-6_007,10341.4327099,2755826.71123,092_014-6_007,,,,6,,,,,,,,6
07097015-7010,7,Chiapas,97,Tonalá,015-7,10,32,386.0671,097_015-7_010,11309.0891298,4031542.6742,097_015-7_010,,,,23,,,,,,,,23
07097012-3008,7,Chiapas,97,Tonalá,012-3,8,13,529.567,097_012-3_008,13618.5980633,5607102.77892,097_012-3_008,,,,4,,,,,,,1,5
07034004-9013,7,Chiapas,34,Frontera Comalapa,004-9,13,43,148.1827,034_004-9_013,6297.31445355,1490716.16076,034_004-9_013,,,,1,,,,,,,,1
07080002-2009,7,Chiapas,80,Siltepec,002-2,9,127,4547.0972,080_002-2_009,37229.8288268,45080328.0404,080_002-2_009,,,,1,,,,,,,,1
07104004-5009,7,Chiapas,104,Tzimol,004-5,9,21,1023.5023,104_004-5_009,22429.3323113,10171359.5139,104_004-5_009,,,,1,,,,,,,,1
07054003-7012,7,Chiapas,54,Mazatán,003-7,12,10,77.9922,054_003-7_012,4680.13264932,770628.64093,054_003-7_012,,,,2,,,,,,,,2
07107011-7012,7,Chiapas,107,Villa Corzo,011-7,12,3,33.3545,107_011-7_012,2823.78248798,331535.070198,107_011-7_012,,,,1,,,,,,,1,2
07077008-4013,7,Chiapas,77,Salto de Agua,008-4,13,14,29.9731,077_008-4_013,2364.29906676,304492.747246,077_008-4_013,,,,5,,,,,,,,5
07030010-5014,7,Chiapas,30,Chicomuselo,010-5,14,141,174.5016,030_010-5_014,8473.83840192,2076692.79681,030_010-5_014,,,,85,,,,,,,,85
07020011-3021,7,Chiapas,20,La Concordia,011-3,21,69,344.198,020_011-3_021,11515.0608616,3545773.83697,020_011-3_021,,,,23,,,,,,,,23
07027011-4001,7,Chiapas,27,Chiapa de Corzo,011-4,1,1185,1904.9273,027_011-4_001,30720.3014959,19060915.2361,027_011-4_001,,,10,3,,,,,,,,13
07077011-6023,7,Chiapas,77,Salto de Agua,011-6,23,86,194.1617,077_011-6_023,7513.89298371,2072697.81169,077_011-6_023,,,,55,,,,,,,,55
07039004-5028,7,Chiapas,39,Huitiupán,004-5,28,43,49.6091,039_004-5_028,3119.11881212,495275.092136,039_004-5_028,,,,2,,,,,,,,2
07061008-4025,7,Chiapas,61,Ocozocoautla de Espinosa,008-4,25,13,378.9933,061_008-4_025,12013.4483628,3804441.388,061_008-4_025,,,,9,,,,,,,,9
07061018-8004,7,Chiapas,61,Ocozocoautla de Espinosa,018-8,4,9,843.0294,061_018-8_004,11940.2740957,8397201.35584,061_018-8_004,,,,4,,,,,,,,4
07017010-3002,7,Chiapas,17,Cintalapa,010-3,2,12,663.1994,017_010-3_002,12679.3910155,6612761.47082,017_010-3_002,,,,11,,,,,,,,11
07020016-6003,7,Chiapas,20,La Concordia,016-6,3,3,8.9229,020_016-6_003,1606.72125419,88616.3403232,020_016-6_003,,,,1,,,,,,,,1
07079005-5011,7,Chiapas,79,San Fernando,005-5,11,27,255.3447,079_005-5_011,6581.84960557,2545587.44965,079_005-5_011,,,,14,,,,,,,,14
07059042-3003,7,Chiapas,59,Ocosingo,042-3,3,64,1010.2272,059_042-3_003,23749.0386419,10071775.3594,059_042-3_003,,,,1,,,,,,,,1
07061017-3003,7,Chiapas,61,Ocozocoautla de Espinosa,017-3,3,22,781.7335,061_017-3_003,16161.3437381,7787910.63532,061_017-3_003,,,1,1,,,,,,,,2
07079004-0003,7,Chiapas,79,San Fernando,004-0,3,147,271.0524,079_004-0_003,9700.60382858,2929518.43471,079_004-0_003,,,,43,,,,,,,,43
07077011-6011,7,Chiapas,77,Salto de Agua,011-6,11,41,1244.639,077_011-6_011,16915.4281229,12432345.7618,077_011-6_011,,,3,2,,,,,,,,5
07065017-2004,7,Chiapas,65,Palenque,017-2,4,174,2652.0407,065_017-2_004,36531.1235937,27180131.6521,065_017-2_004,,,10,23,,,,,,1,1,35
07017017-5005,7,Chiapas,17,Cintalapa,017-5,5,31,450.0293,017_017-5_005,10087.9446055,4484779.36695,017_017-5_005,,,,12,,,,,,,,12
07017010-3006,7,Chiapas,17,Cintalapa,010-3,6,14,629.9951,017_010-3_006,19981.7357485,6329255.60824,017_010-3_006,,,,14,,,,,,,,14
07097018-0008,7,Chiapas,97,Tonalá,018-0,8,7,85.4556,097_018-0_008,4021.40308617,848292.128767,097_018-0_008,,,,6,,,,,,,,6
07107024-4006,7,Chiapas,107,Villa Corzo,024-4,6,22,1300.1849,107_024-4_006,21701.9056809,12915756.8817,107_024-4_006,,,,4,,,,,,,,4
07034005-3007,7,Chiapas,34,Frontera Comalapa,005-3,7,643,2209.9669,034_005-3_007,26178.8396501,22605899.0335,034_005-3_007,,1,,210,,,,,,,,211
07099017-0011,7,Chiapas,99,La Trinitaria,017-0,11,9,256.0067,099_017-0_011,6413.42067653,2543432.62823,099_017-0_011,,,,8,,,,,,,,8
07034002-A003,7,Chiapas,34,Frontera Comalapa,002-A,3,11,144.8381,034_002-A_003,5298.76843008,1438275.71962,034_002-A_003,,,,10,,,,,,,,10
07040007-A008,7,Chiapas,40,Huixtla,007-A,8,133,1271.5128,040_007-A_008,24493.2112064,13228692.0213,040_007-A_008,,,,10,,,,,,,,10
07062010-9008,7,Chiapas,62,Ostuacán,010-9,8,5,713.6444,062_010-9_008,14685.8260194,7132112.10976,062_010-9_008,,,,5,,,,,,,,5
07009005-0009,7,Chiapas,9,Arriaga,005-0,9,4,15.8447,009_005-0_009,1947.35420619,157609.784903,009_005-0_009,,,,4,,,,,,,,4
07027007-8009,7,Chiapas,27,Chiapa de Corzo,007-8,9,4,318.5331,027_007-8_009,12022.8126496,3172296.89633,027_007-8_009,,,,2,,,,,,,,2
07115003-4015,7,Chiapas,115,Maravilla Tenejapa,003-4,15,38,2698.7638,115_003-4_015,28216.3443978,26852979.3295,115_003-4_015,,,1,1,,,,,,,,2
07019017-A003,7,Chiapas,19,Comitán de Domínguez,017-A,3,20,462.0723,019_017-A_003,9997.35854262,4594502.97125,019_017-A_003,,,,,,,,,,1,,1
07097006-8013,7,Chiapas,97,Tonalá,006-8,13,534,3227.2706,097_006-8_013,24906.7381688,33254707.2063,097_006-8_013,,,2,443,,,,,,,3,448
07043002-9015,7,Chiapas,43,Ixtacomitán,002-9,15,47,325.2191,043_002-9_015,14227.8167716,3418062.0259,043_002-9_015,,,,28,,,,,,,,28
07020006-2018,7,Chiapas,20,La Concordia,006-2,18,22,340.205,020_006-2_018,10384.2286358,3379628.60212,020_006-2_018,,,,13,,,,,,,1,14
07046008-8019,7,Chiapas,46,Jiquipilas,008-8,19,9,34.5681,046_008-8_019,2693.51824995,344187.713235,046_008-8_019,,,,2,,,,,,,,2
07059023-0001,7,Chiapas,59,Ocosingo,023-0,1,217,2922.5763,059_023-0_001,33078.5853538,29143195.3985,059_023-0_001,,,,56,,,,,,,,56
07002004-5020,7,Chiapas,2,Acala,004-5,20,29,57.7348,002_004-5_020,3155.47703944,576025.493424,002_004-5_020,,,,1,,,,,,,,1
07034003-4002,7,Chiapas,34,Frontera Comalapa,003-4,2,9,887.875,034_003-4_002,15884.0258435,8813291.89916,034_003-4_002,,,,4,,,,,,,,4
07108015-2001,7,Chiapas,108,Villaflores,015-2,1,34,1443.8829,108_015-2_001,27223.8659539,14364619.9264,108_015-2_001,,,,15,,,,,,,,15
07092016-5002,7,Chiapas,92,Tecpatán,016-5,2,148,575.6872,092_016-5_002,14433.192185,5745306.79781,092_016-5_002,,,,8,,,,,,1,,9
07052030-A009,7,Chiapas,52,Las Margaritas,030-A,9,11,418.8584,052_030-A_009,11533.5718196,4167813.0277,052_030-A_009,,,,5,,,,,,,,5
07096005-6002,7,Chiapas,96,Tila,005-6,2,186,1394.6652,096_005-6_002,19591.5209624,13936621.1301,096_005-6_002,,,,50,,,,,,,,50
07092010-8003,7,Chiapas,92,Tecpatán,010-8,3,5,2999.5158,092_010-8_003,34036.367043,29936287.3506,092_010-8_003,,,,2,,,,,,,,2
07099006-2007,7,Chiapas,99,La Trinitaria,006-2,7,39,251.5787,099_006-2_007,6207.67988546,2501048.27209,099_006-2_007,,,,5,,,,,,,,5
07085003-3006,7,Chiapas,85,Soyaló,003-3,6,76,61.4952,085_003-3_006,4178.16202879,626622.209284,085_003-3_006,,,,6,,,,,,,,6
07054006-0020,7,Chiapas,54,Mazatán,006-0,20,33,193.3847,054_006-0_020,7004.96953943,1928849.17882,054_006-0_020,,,,14,,,,,,,,14
07107020-6007,7,Chiapas,107,Villa Corzo,020-6,7,15,1026.4888,107_020-6_007,18891.7839207,10198882.9986,107_020-6_007,,,,11,1,,,,,,,12
07097018-0002,7,Chiapas,97,Tonalá,018-0,2,255,1150.9638,097_018-0_002,26766.7331131,11994878.5669,097_018-0_002,,,3,247,,,,,,,,250
07054005-6010,7,Chiapas,54,Mazatán,005-6,10,1447,3835.0108,054_005-6_010,58614.8048045,39434923.6517,054_005-6_010,,,,38,,,,,,4,,42
07061012-0004,7,Chiapas,61,Ocozocoautla de Espinosa,012-0,4,36,634.0556,061_012-0_004,23834.9192896,6340988.83154,061_012-0_004,,,,24,,,,,,,,24
07020008-1011,7,Chiapas,20,La Concordia,008-1,11,9,125.766,020_008-1_011,8891.47226844,1249208.64195,020_008-1_011,,,,5,,,,,,,,5
07084001-7011,7,Chiapas,84,Solosuchiapa,001-7,11,226,1148.2258,084_001-7_011,20301.0000608,11645098.049,084_001-7_011,,,,82,,,,,,,,82
07065011-5012,7,Chiapas,65,Palenque,011-5,12,83,827.2669,065_011-5_012,14619.9266756,8416822.66967,065_011-5_012,,,1,40,,,,,,,2,43
07097006-8015,7,Chiapas,97,Tonalá,006-8,15,4,578.3111,097_006-8_015,14850.4692239,5747002.9782,097_006-8_015,,,1,,,,,,,1,,2
07040008-4013,7,Chiapas,40,Huixtla,008-4,13,72,501.1083,040_008-4_013,26068.8687053,5257827.93829,040_008-4_013,,,1,22,,,,,,1,,24
07051014-3016,7,Chiapas,51,Mapastepec,014-3,16,19,255.1443,051_014-3_016,10317.895024,2621387.73988,051_014-3_016,,,1,10,,,,,,,,11
07017027-9019,7,Chiapas,17,Cintalapa,027-9,19,37,274.2978,017_027-9_019,10325.6284334,2731258.40808,017_027-9_019,,,,27,,,,,,,,27
07062001-A028,7,Chiapas,62,Ostuacán,001-A,28,3,185.9245,062_001-A_028,11961.2710156,1857416.21524,062_001-A_028,,,,3,,,,,,,,3
07017010-3001,7,Chiapas,17,Cintalapa,010-3,1,14,866.5953,017_010-3_001,13357.3313988,8640681.27206,017_010-3_001,,,,14,,,,,,,,14
07020027-4003,7,Chiapas,20,La Concordia,027-4,3,4,3592.9612,020_027-4_003,32758.6106445,35670138.5358,020_027-4_003,,,,1,,,,,,,,1
07065003-0001,7,Chiapas,65,Palenque,003-0,1,4,411.9663,065_003-0_001,16508.1339359,4122280.00822,065_003-0_001,,,,1,,,,,,,,1
07080006-0003,7,Chiapas,80,Siltepec,006-0,3,399,4066.209,080_006-0_003,24646.7332873,40296874.687,080_006-0_003,,,,6,,,,,,1,,7
07046010-5004,7,Chiapas,46,Jiquipilas,010-5,4,20,78.5562,046_010-5_004,5461.1217941,781997.457663,046_010-5_004,,,,14,,,,,,,,14
07009005-0005,7,Chiapas,9,Arriaga,005-0,5,3,221.8401,009_005-0_005,8762.53384509,2206750.09717,009_005-0_005,,,,2,,,,,,,,2
07108013-3004,7,Chiapas,108,Villaflores,013-3,4,7,1217.0577,108_013-3_004,20846.2293689,12109064.7026,108_013-3_004,,,,6,,,,,,,,6
07061016-9007,7,Chiapas,61,Ocozocoautla de Espinosa,016-9,7,22,1900.3702,061_016-9_007,24188.1348408,18929742.1181,061_016-9_007,,,,7,,,,,,,1,8
07045001-9003,7,Chiapas,45,Ixtapangajoya,001-9,3,42,243.2901,045_001-9_003,7749.30342191,2479066.32628,045_001-9_003,,,,18,,,,,,,,18
07046010-5008,7,Chiapas,46,Jiquipilas,010-5,8,575,2436.945,046_010-5_008,22473.8788468,25885034.9951,046_010-5_008,,,,187,,,,,,,1,188
07068002-8008,7,Chiapas,68,Pichucalco,002-8,8,43,178.303,068_002-8_008,9815.67147905,1910714.11288,068_002-8_008,,,,31,,,,,,,,31
07083003-9008,7,Chiapas,83,Socoltenango,003-9,8,178,270.7302,083_003-9_008,8040.69071458,2796091.56451,083_003-9_008,,,,2,,,,,,,,2
07097017-6008,7,Chiapas,97,Tonalá,017-6,8,45,612.8438,097_017-6_008,12463.1813943,6551281.93291,097_017-6_008,,,,37,,,,,,,,37
07069012-9010,7,Chiapas,69,Pijijiapan,012-9,10,75,926.7601,069_012-9_010,18157.5269162,9509445.24473,069_012-9_010,,,1,38,,,,,,,1,40
07018002-6012,7,Chiapas,18,Coapilla,002-6,12,112,1247.9564,018_002-6_012,26547.8292954,12958890.8856,018_002-6_012,,,,35,,,,,,,,35
07083002-4012,7,Chiapas,83,Socoltenango,002-4,12,237,227.6988,083_002-4_012,7769.8208089,2347373.03895,083_002-4_012,,,,13,,,,,,,,13
07092008-0012,7,Chiapas,92,Tecpatán,008-0,12,10,584.3238,092_008-0_012,10536.1282969,5832531.36157,092_008-0_012,,,4,5,,,,,,,,9
07109003-7014,7,Chiapas,109,Yajalón,003-7,14,128,1198.9308,109_003-7_014,20752.4690186,11958720.1029,109_003-7_014,,,1,1,,,,,,,,2
07108010-A015,7,Chiapas,108,Villaflores,010-A,15,28,48.8009,108_010-A_015,3129.22031159,516435.785382,108_010-A_015,,,,5,,,,,,,,5
07002006-4014,7,Chiapas,2,Acala,006-4,14,13,89.5353,002_006-4_014,5171.65258863,890873.771448,002_006-4_014,,,,1,,,,,,,,1
07089027-8016,7,Chiapas,89,Tapachula,027-8,16,160,544.6381,089_027-8_016,12809.3096618,5726288.87945,089_027-8_016,,,,11,,,,,,,,11
07051003-5017,7,Chiapas,51,Mapastepec,003-5,17,32,248.2832,051_003-5_017,7665.62553902,2565051.15967,051_003-5_017,,,,19,,,,,,,,19
07046013-9020,7,Chiapas,46,Jiquipilas,013-9,20,122,324.1627,046_013-9_020,14075.8087625,3479013.5204,046_013-9_020,,,,34,,,,,,,1,35
07083002-4002,7,Chiapas,83,Socoltenango,002-4,2,243,583.8179,083_002-4_002,12401.949869,5948460.36363,083_002-4_002,,,,36,,,,,,,,36
07077010-1001,7,Chiapas,77,Salto de Agua,010-1,1,437,1815.1572,077_010-1_001,24712.8141411,18390059.9298,077_010-1_001,,,26,28,,,,,,,,54
07017012-2002,7,Chiapas,17,Cintalapa,012-2,2,5,1829.6301,017_012-2_002,24757.1160264,18239639.6751,017_012-2_002,,,,5,,,,,,,,5
07061004-6002,7,Chiapas,61,Ocozocoautla de Espinosa,004-6,2,4,1458.233,061_004-6_002,25135.1717479,14549989.8326,061_004-6_002,,,1,3,,,,,,,,4
07069003-A002,7,Chiapas,69,Pijijiapan,003-A,2,27,1868.2261,069_003-A_002,26524.2441602,18541159.753,069_003-A_002,,,,8,,,,,,,,8
07108014-8002,7,Chiapas,108,Villaflores,014-8,2,100,601.6425,108_014-8_002,15982.8930558,6120746.3635,108_014-8_002,,,,29,,,,,,,,29
07101049-0011,7,Chiapas,101,Tuxtla Gutiérrez,049-0,11,1055,2183.5687,101_049-0_011,41747.6069941,22308276.4207,101_049-0_011,,,5,10,,,,,,,3,18
07116004-6001,7,Chiapas,116,Marqués de Comillas,004-6,1,315,9070.8535,116_004-6_001,62545.3947095,91818192.5603,116_004-6_001,,,7,228,1,,,,,,1,237
07051009-2014,7,Chiapas,51,Mapastepec,009-2,14,23,87.2695,051_009-2_014,4977.98413225,1246483.3818,051_009-2_014,,,1,16,,,,,,,,17
07107005-1004,7,Chiapas,107,Villa Corzo,005-1,4,22,478.0528,107_005-1_004,12661.324202,4755859.81267,107_005-1_004,,,,3,,,,,,,,3
07107021-0003,7,Chiapas,107,Villa Corzo,021-0,3,11,1668.3966,107_021-0_003,21512.8920002,16574700.3909,107_021-0_003,,,,1,,,,,,,,1
07108016-7011,7,Chiapas,108,Villaflores,016-7,11,5,46.2542,108_016-7_011,3700.36460802,460149.387183,108_016-7_011,,,,2,,,,,,,,2
07046007-3006,7,Chiapas,46,Jiquipilas,007-3,6,10,557.3008,046_007-3_006,12259.1730911,5550692.12099,046_007-3_006,,,,4,,,,,,,,4
07033003-7004,7,Chiapas,33,Francisco León,003-7,4,33,725.0811,033_003-7_004,15003.5551767,7238606.76318,033_003-7_004,,,1,30,,,,,,,,31
07061008-4030,7,Chiapas,61,Ocozocoautla de Espinosa,008-4,30,8,50.7501,061_008-4_030,3164.19037771,506216.169344,061_008-4_030,,,,7,,,,,,,,7
07005001-3012,7,Chiapas,5,Amatán,001-3,12,27,841.1177,005_001-3_012,12533.8378204,8402119.90322,005_001-3_012,,,,21,,,,,,,,21
07079005-5004,7,Chiapas,79,San Fernando,005-5,4,355,3359.7437,079_005-5_004,42431.4957038,33604196.617,079_005-5_004,,,3,49,,,,,,,,52
07034009-1005,7,Chiapas,34,Frontera Comalapa,009-1,5,13,250.2435,034_009-1_005,10752.6072373,2482768.02939,034_009-1_005,,,,8,,,,,,,,8
07099010-9022,7,Chiapas,99,La Trinitaria,010-9,22,20,84.5727,099_010-9_022,6951.9747353,840317.084286,099_010-9_022,,,,20,,,,,,,,20
07077004-6001,7,Chiapas,77,Salto de Agua,004-6,1,103,832.0775,077_004-6_001,14989.3898474,8818423.94744,077_004-6_001,,,1,56,,,,,,,5,62
07051010-5006,7,Chiapas,51,Mapastepec,010-5,6,18,890.1958,051_010-5_006,15604.7184966,8818235.02778,051_010-5_006,,,,16,,,,,,1,,17
07101049-0022,7,Chiapas,101,Tuxtla Gutiérrez,049-0,22,3,168.6577,101_049-0_022,6091.69349798,1679774.47949,101_049-0_022,,,,3,,,,,,,,3
07077011-6007,7,Chiapas,77,Salto de Agua,011-6,7,221,485.2579,077_011-6_007,11095.025159,5813277.21482,077_011-6_007,,,1,43,,,,,,,,44
07107005-1003,7,Chiapas,107,Villa Corzo,005-1,3,511,5193.1214,107_005-1_003,44910.5289111,52283074.5296,107_005-1_003,,,,240,,,,,,,,240
07094004-7007,7,Chiapas,94,Teopisca,004-7,7,700,171.0286,094_004-7_007,6188.05758682,1727443.57347,094_004-7_007,,,1,,,,,,,,,1
07072004-A021,7,Chiapas,72,Pueblo Nuevo Solistahuacán,004-A,21,16,443.9809,072_004-A_021,10601.5134514,4430496.64375,072_004-A_021,,,,4,,,,,,,,4
07047001-3011,7,Chiapas,47,Jitotol,001-3,11,455,2100.9327,047_001-3_011,24334.6538028,21230413.6291,047_001-3_011,,,,168,,,,,,,,168
07107027-8001,7,Chiapas,107,Villa Corzo,027-8,1,72,2009.0907,107_027-8_001,17147.7806068,20120163.2514,107_027-8_001,,,,37,,,,,,,,37
07046010-5013,7,Chiapas,46,Jiquipilas,010-5,13,4,547.794,046_010-5_013,15691.3804301,5451439.62541,046_010-5_013,,,,3,,,,,,,,3
07069002-5027,7,Chiapas,69,Pijijiapan,002-5,27,15,32.6951,069_002-5_027,2257.0717182,324361.569126,069_002-5_027,,,,1,,,,,,,,1
07043002-9032,7,Chiapas,43,Ixtacomitán,002-9,32,43,324.8067,043_002-9_032,10925.2280679,3244687.0111,043_002-9_032,1,,,9,,,,,,,,10
